title,link,video_id,channel,views,snippet,length_str,parsed_length,parsed_views
NVIDIA CEO Jensen Huang's Vision for the Future,https://www.youtube.com/watch?v=7ARBJQn6QkM,7ARBJQn6QkM,Cleo Abram,"1,962,092 views",,1:03:03,3783,1962092
The Stress Expert: Your Brain is Like a Phone Battery! (9 Ways to Instantly Recharge),https://www.youtube.com/watch?v=9EqrUK7ghho,9EqrUK7ghho,Jay Shetty Podcast,"275,969 views",,1:17:27,4647,275969
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
Tipping: Last Week Tonight with John Oliver (HBO),https://www.youtube.com/watch?v=89R9ZxKaIOw,89R9ZxKaIOw,LastWeekTonight,"2,729,515 views",,24:55,1495,2729515
Shark Tank Host: My Parents & I Escaped Communism With $20! THIS Unlocked Wealth for Me!,https://www.youtube.com/watch?v=M2e0WeBCYIs,M2e0WeBCYIs,Lewis Howes,"277,558 views",,1:11:58,4318,277558
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
Dopamine Expert: Doing This Once A Day Fixes Your Dopamine! What Alcohol Is Doing To Your Brain!!,https://www.youtube.com/watch?v=R6xbXOp7wDA,R6xbXOp7wDA,The Diary Of A CEO,"3,242,810 views",,2:11:40,7900,3242810
How Navy SEALs Actually Work | Authorized Account | Insider,https://www.youtube.com/watch?v=1eeIMVrwjLY,1eeIMVrwjLY,Insider,"4,436,131 views",,40:26,2426,4436131
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,104 views",,1:18:54,4734,1487104
Timothée Chalamet: The 60 Minutes Interview,https://www.youtube.com/watch?v=qj5MvD1bpMU,qj5MvD1bpMU,60 Minutes,"1,072,283 views",,13:31,811,1072283
The Charisma Teacher: Psychology Of Why People Don't Like You! People Are Attracted To These Traits!,https://www.youtube.com/watch?v=zg4Ta7vXiIM,zg4Ta7vXiIM,The Diary Of A CEO,"1,506,794 views",,2:14:23,8063,1506794
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
#1 Neurosurgeon: How to Manifest Anything You Want & Unlock the Unlimited Power of Your Mind,https://www.youtube.com/watch?v=s-wONyk3RV0,s-wONyk3RV0,Mel Robbins,"2,083,545 views",,1:16:30,4590,2083545
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
Codie Sanchez: They're Lying To You About How To Get Rich! How To Turn $0 Into $1M!,https://www.youtube.com/watch?v=IYu_PDPqKFc,IYu_PDPqKFc,The Diary Of A CEO,"2,189,842 views",,2:03:31,7411,2189842
Kara Swisher on the Radicalization of Elon Musk | The Ezra Klein Show,https://www.youtube.com/watch?v=2xXLycFv5Gc,2xXLycFv5Gc,The Ezra Klein Show,"1,361,220 views",,1:07:14,4034,1361220
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
"The Money Expert: If You’re Living Paycheck to Paycheck, Please Watch This Video! | Anthony O'Neal",https://www.youtube.com/watch?v=nJI_roT9Vxk,nJI_roT9Vxk,Lewis Howes,"215,267 views",,51:26,3086,215267
Scott Galloway: We’re Raising The Most Unhappy Generation In History! Hard Work Doesn't Build Wealth,https://www.youtube.com/watch?v=rKOx5qlLyaA,rKOx5qlLyaA,The Diary Of A CEO,"3,372,541 views",,1:50:00,6600,3372541
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
Harvard Mindfulness Professor: The INSANE Ways Your Thoughts Control Your Health | Dr. Ellen Langer,https://www.youtube.com/watch?v=0qKcoP-g1a4,0qKcoP-g1a4,Rich Roll,"53,055 views",,2:21:28,8488,53055
World Leading Psychologist ON Why You’re FAILING and Why Discomfort Will UNLOCK Success | Adam Grant,https://www.youtube.com/watch?v=6y1fcHUOHZI,6y1fcHUOHZI,Jay Shetty Podcast,"522,250 views",,1:25:50,5150,522250
Morgan Housel: Understand & Apply the Psychology of Money to Gain Greater Happiness,https://www.youtube.com/watch?v=z5W74QC3v2I,z5W74QC3v2I,Andrew Huberman,"582,193 views",,2:15:36,8136,582193
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
"Ask Yourself These 5 Questions - Find Peace, Purpose & Design Your Dream Life | Mel Robbins",https://www.youtube.com/watch?v=2Tr5Iqww2tM,2Tr5Iqww2tM,Dr Rangan Chatterjee,"107,775 views",,2:00:32,7232,107775
6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://www.youtube.com/watch?v=s9wXFKeUJzo,s9wXFKeUJzo,Jay Shetty Podcast,"118,488 views",,32:30,1950,118488
Neuroscientist Reveals: THIS 60-Minute Rule Will FIX Your Dopamine Addiction (Try This!),https://www.youtube.com/watch?v=d1e_Y88en3M,d1e_Y88en3M,Jay Shetty Podcast,"148,311 views",,1:10:08,4208,148311
Most Don't Realise They're Narcissists! You're Setting Your Kids Up For Misery! Manipulation Expert,https://www.youtube.com/watch?v=19_sGcrsWhg,19_sGcrsWhg,The Diary Of A CEO,"547,035 views",,2:42:13,9733,547035
The 3 MONEY MYTHS That Keep You Poor! (How To Build Wealth) | Jaspreet Singh & Jay Shetty,https://www.youtube.com/watch?v=Y3WmxC9uyns,Y3WmxC9uyns,Jay Shetty Podcast,"2,227,012 views",,1:11:41,4301,2227012
"The 7-Day Reset for More Time, Energy, & Happiness (Backed by Science)",https://www.youtube.com/watch?v=mSaI8Rluel8,mSaI8Rluel8,Mel Robbins,"213,421 views",,1:07:55,4075,213421
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,wz_42pckM7w,CNN,"3,494,745 views",,21:01,1261,3494745
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
The Money Expert: They're Lying to You—Academic Skills Don't Translate to a Stable Career...,https://www.youtube.com/watch?v=uLPz0WmYv_E,uLPz0WmYv_E,Jay Shetty Podcast,"1,505,442 views",,1:30:31,5431,1505442
How to Enhance Your Immune System | Dr. Roger Seheult,https://www.youtube.com/watch?v=N5DAW8mkJ6Y,N5DAW8mkJ6Y,Andrew Huberman,"176,717 views",,3:28:13,12493,176717
The 4 Steps To Get Rich In A Broken Economy - Scott Galloway,https://www.youtube.com/watch?v=gZ5K4iReUnE,gZ5K4iReUnE,Chris Williamson,"584,827 views",,1:07:11,4031,584827
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
How To Work Hard On Yourself - Jim Rohn Best Motivational Speech Video,https://www.youtube.com/watch?v=gIGlcw-cqMQ,gIGlcw-cqMQ,MOTIVATION CLUB,130 views,,23:03,1383,130
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
Dopamine Expert: Doing This Once A Day Fixes Your Dopamine! What Alcohol Is Doing To Your Brain!!,https://www.youtube.com/watch?v=R6xbXOp7wDA,R6xbXOp7wDA,The Diary Of A CEO,"3,242,810 views",,2:11:40,7900,3242810
MINIMALISM: Official Netflix Documentary (Entire Film),https://www.youtube.com/watch?v=J8DGjUv-Vjc,J8DGjUv-Vjc,The Minimalists,"12,238,868 views",,1:18:00,4680,12238868
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
"Dr Joe Dispenza: How to Reprogram Your Mind, Transcend Reality, & CREATE Your Dream Life!",https://www.youtube.com/watch?v=XgOE-5k0rvs,XgOE-5k0rvs,Lewis Howes,"838,517 views",,58:44,3524,838517
The Motivation Expert: Why You're FAILING To Achieve Your Goals (& What To Do About It!),https://www.youtube.com/watch?v=SJKr7BPOXY0,SJKr7BPOXY0,Jay Shetty Podcast,"1,325,932 views",,1:11:05,4265,1325932
How to let go of what you can’t control.,https://www.youtube.com/watch?v=CGvfAoFsdEk,CGvfAoFsdEk,Mel Robbins,"301,660 views",,45:15,2715,301660
WATCH THIS EVERY DAY To Brainwash Yourself For SUCCESS & ABUNDANCE! | Joe Dispenza & Jay Shetty,https://www.youtube.com/watch?v=4qykb6jKXdo,4qykb6jKXdo,Jay Shetty Podcast,"6,488,169 views",,20:25,1225,6488169
"The Exercise Neuroscientist: NEW RESEARCH, The Shocking Link Between Exercise And Dementia!",https://www.youtube.com/watch?v=5o-tRub-0pQ,5o-tRub-0pQ,The Diary Of A CEO,"8,655,747 views",,1:30:56,5456,8655747
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
The SUGAR Expert: Everything You Need To Know About Glucose Spikes (& 5 HACKS TO PREVENT THEM),https://www.youtube.com/watch?v=MxovSnvSO4E,MxovSnvSO4E,Jay Shetty Podcast,"3,732,981 views",,1:11:11,4271,3732981
How To Handle Difficult People & Take Back Your Peace and Power,https://www.youtube.com/watch?v=XhBp6GZzH6k,XhBp6GZzH6k,Mel Robbins,"219,026 views",,50:59,3059,219026
Your Brain: Who's in Control? | Full Documentary | NOVA | PBS,https://www.youtube.com/watch?v=yQ6VOOd73MA,yQ6VOOd73MA,NOVA PBS Official,"5,241,478 views",,53:33,3213,5241478
How Sociopaths Actually Work | Authorized Account | Insider,https://www.youtube.com/watch?v=FTWNnmymMc4,FTWNnmymMc4,Insider,"1,691,071 views",,48:02,2882,1691071
The Science of Self-Growth: Why You Can't Hate Yourself into Change | Dan Harris,https://www.youtube.com/watch?v=zHnGLrkCROQ,zHnGLrkCROQ,Jay Shetty Podcast,"135,541 views",,1:14:00,4440,135541
World Leading Psychologist ON Why You’re FAILING and Why Discomfort Will UNLOCK Success | Adam Grant,https://www.youtube.com/watch?v=6y1fcHUOHZI,6y1fcHUOHZI,Jay Shetty Podcast,"522,250 views",,1:25:50,5150,522250
"KIM KARDASHIAN OPENS UP About Insecurity, Healing Your Pain, & Finding HAPPINESS | Jay Shetty",https://www.youtube.com/watch?v=3I482TBLEzc,3I482TBLEzc,Jay Shetty Podcast,"3,149,077 views",,1:03:26,3806,3149077
TOM HOLLAND Gets Vulnerable About Mental Health & Overcoming Social Anxiety,https://www.youtube.com/watch?v=GOqEl4ADyVk,GOqEl4ADyVk,Jay Shetty Podcast,"6,800,107 views",,1:50:52,6652,6800107
How to Control Your Mind & Redirect Your Energy to Self Transformation,https://www.youtube.com/watch?v=Cp6Kd-JAMRo,Cp6Kd-JAMRo,Mel Robbins,"215,679 views",,1:04:56,3896,215679
Secret Agent: How To Detect A Lie Instantly! - Evy Poumpouras,https://www.youtube.com/watch?v=iz_SJ5TpLJ0,iz_SJ5TpLJ0,The Diary Of A CEO,"7,024,649 views",,2:03:29,7409,7024649
"The Best Podcast for Women of All Ages, 10-60 Years | Dr Anjali Kumar, India's Top Gynaecologist",https://www.youtube.com/watch?v=vq2ZUSvWjJ0,vq2ZUSvWjJ0,Dr Pal,"2,271,671 views",,1:57:49,7069,2271671
"Selena Gomez on Only Murders, Working with Meryl Streep & She Does Martin Short’s Makeup",https://www.youtube.com/watch?v=1__IO93Xmiw,1__IO93Xmiw,Jimmy Kimmel Live,"1,443,205 views",,14:00,840,1443205
Your blessings are coming,https://www.youtube.com/watch?v=tRrSucNpCRs,tRrSucNpCRs,Thewizardliz,"819,644 views",,21:09,1269,819644
Secrets to Loving Yourself ft. Jay Shetty  | Khloé in Wonder Land Episode 2 | Khloé Kardashian,https://www.youtube.com/watch?v=iDVmJhyrOnU,iDVmJhyrOnU,Khloe Kardashian,"357,021 views",,45:41,2741,357021
How to Read Body Language to Get What You Want: 6 Simple Psychological Tricks to Be More Confident,https://www.youtube.com/watch?v=73SHFFpm4J4,73SHFFpm4J4,Mel Robbins,"497,867 views",,1:20:22,4822,497867
"BRAIN HEALTH EXPERT: Change Your Brain, Change Your Life | Dr. Daniel Amen X Rich Roll Podcast",https://www.youtube.com/watch?v=0SPC_Q7-k40,0SPC_Q7-k40,Rich Roll,"2,357,602 views",,1:56:59,7019,2357602
"KENDALL JENNER Opens Up About Anxiety, Insecurity, & How To Be Truly Happy! | Jay Shetty",https://www.youtube.com/watch?v=ZjIRYn7x8sk,ZjIRYn7x8sk,Jay Shetty Podcast,"5,657,879 views",,53:59,3239,5657879
The Mental Health Doctor: Your Phone Screen & Sitting Is Destroying Your Brain!,https://www.youtube.com/watch?v=FN0_ow76hU8,FN0_ow76hU8,The Diary Of A CEO,"3,447,600 views",,1:57:57,7077,3447600
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
"""Love is Not Enough in Intimate Relationships!"" You NEED These 3 Things As Well with Matthew Hussey",https://www.youtube.com/watch?v=3Z7JMFGrzGc,3Z7JMFGrzGc,Lewis Howes,"750,772 views",,1:20:10,4810,750772
This video will change your life | @Thewizardliz,https://www.youtube.com/watch?v=q1I77BC0BeA,q1I77BC0BeA,Sheen Gurrib,"2,107,545 views",,47:59,2879,2107545
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,130 views",,2:43:35,9815,8760130
ALICIA KEYS Reveals 5 Daily Rituals To Calm Your Nervous System,https://www.youtube.com/watch?v=j0TiKDrT1wc,j0TiKDrT1wc,Jay Shetty Podcast,"382,667 views",,1:32:46,5566,382667
Selena Gomez: My Mind & Me — An Exclusive Conversation | Apple TV+,https://www.youtube.com/watch?v=Lz5MM6ysmeI,Lz5MM6ysmeI,Apple TV,"3,180,004 views",,33:10,1990,3180004
Find Your Life's Purpose By Doing This ONE Thing,https://www.youtube.com/watch?v=aNAZZVVLzAA,aNAZZVVLzAA,Jay Shetty,"100,784 views",,14:28,868,100784
TOM HANKS Reveals The 'Countenance Theory' That CHANGED His Acting Career,https://www.youtube.com/watch?v=lVzxRVxIaxQ,lVzxRVxIaxQ,Jay Shetty Podcast,"529,802 views",,1:42:56,6176,529802
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
The Fastest Way To Lose Belly Fat (THIS Is The Best Kept Weight Loss Secret) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=bL2J_657prk,bL2J_657prk,Jay Shetty Podcast,"1,116,038 views",,1:29:01,5341,1116038
"If You Feel LOST, LAZY & UNMOTIVATED In Life, WATCH THIS! | Jay Shetty",https://www.youtube.com/watch?v=_qU3LmhSJW4,_qU3LmhSJW4,Jay Shetty Podcast,"1,197,789 views",,2:16:54,8214,1197789
Do This Powerful 3-Step Morning Routine in 2025 | Rangan Chatterjee,https://www.youtube.com/watch?v=RBH47ppZk5E,RBH47ppZk5E,Jim Kwik,"167,351 views",,28:22,1702,167351
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
"Become the Architect of Your Health, Happiness, and Purpose | Dr. Rangan Chatterjee",https://www.youtube.com/watch?v=oFmNKGL0gU0,oFmNKGL0gU0,André Duqum,"37,284 views",,1:54:37,6877,37284
Dopamine Expert: Doing This Once A Day Fixes Your Dopamine! What Alcohol Is Doing To Your Brain!!,https://www.youtube.com/watch?v=R6xbXOp7wDA,R6xbXOp7wDA,The Diary Of A CEO,"3,242,810 views",,2:11:40,7900,3242810
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://www.youtube.com/watch?v=-d1dvrj_fMk,-d1dvrj_fMk,Jay Shetty Podcast,"2,908,344 views",,54:23,3263,2908344
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,104 views",,1:18:54,4734,1487104
Harvard Professor: Do NOT Make These Health Mistakes In 2025! (Especially After 40+) | Dan Lieberman,https://www.youtube.com/watch?v=xBQNWjOFgyE,xBQNWjOFgyE,Dr Rangan Chatterjee,"179,121 views",,2:10:05,7805,179121
Find Your Life's Purpose By Doing This ONE Thing,https://www.youtube.com/watch?v=aNAZZVVLzAA,aNAZZVVLzAA,Jay Shetty,"100,784 views",,14:28,868,100784
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
The Insulin & Glucose Doctor: This Will Strip Your Fat Faster Than Anything!,https://www.youtube.com/watch?v=NyFSkGMWP5Q,NyFSkGMWP5Q,The Diary Of A CEO,"2,616,832 views",,2:43:51,9831,2616832
"Eat THIS to Lose Fat, Prevent Disease, & Feel Better Now With Dr. William Li",https://www.youtube.com/watch?v=WSBVq3Wj7Lg,WSBVq3Wj7Lg,Mel Robbins,"537,197 views",,1:32:44,5564,537197
The CHANGE Doctor: 9 Ways to Break The Habits That Hold You Back | Dr. Rangan Chatterjee x Rich Roll,https://www.youtube.com/watch?v=uhfSW3-g9FA,uhfSW3-g9FA,Rich Roll,"49,417 views",,2:12:21,7941,49417
"Gabriel Iglesias Opens Up About MENTAL HEALTH, Moving On From RELATIONSHIPS, & Why He Almost RETIRED",https://www.youtube.com/watch?v=2YIvZ2PFgl8,2YIvZ2PFgl8,Lewis Howes,"988,258 views",,1:05:56,3956,988258
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
SELENA GOMEZ ON: How To STOP Insecurity & TRULY LOVE YOURSELF To The Core | Jay Shetty,https://www.youtube.com/watch?v=AmARvccsdMI,AmARvccsdMI,Jay Shetty Podcast,"6,146,556 views",,1:37:12,5832,6146556
Lewis Hamilton ON: EVERYTHING You've Been Taught About Success Is A LIE... |  Jay Shetty,https://www.youtube.com/watch?v=AyiWKXTd9aY,AyiWKXTd9aY,Jay Shetty Podcast,"2,202,997 views",,1:10:35,4235,2202997
The Mental Health Doctor: Your Phone Screen & Sitting Is Destroying Your Brain!,https://www.youtube.com/watch?v=FN0_ow76hU8,FN0_ow76hU8,The Diary Of A CEO,"3,447,600 views",,1:57:57,7077,3447600
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",https://www.youtube.com/watch?v=zfyU30zrHHI,zfyU30zrHHI,Rich Roll,"1,291,313 views",,1:43:00,6180,1291313
Tom Holland Calls for a Doctor While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=qxGmGGmvFD8,qxGmGGmvFD8,First We Feast,"36,916,926 views",,27:36,1656,36916926
"Actress Roundtable: Angelina Jolie, Demi Moore, Zendaya, Zoe Saldaña, Mikey Madison & Tilda Swinton",https://www.youtube.com/watch?v=yG9KMfYfgEo,yG9KMfYfgEo,The Hollywood Reporter,"4,455,346 views",,58:44,3524,4455346
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
"JELLY ROLL's Brutal Journey of Self-Forgiveness ""I hate the man I used to be...”",https://www.youtube.com/watch?v=I8Uw-kfp3ZE,I8Uw-kfp3ZE,Jay Shetty Podcast,"908,731 views",,1:39:27,5967,908731
TOM HANKS Reveals The 'Countenance Theory' That CHANGED His Acting Career,https://www.youtube.com/watch?v=lVzxRVxIaxQ,lVzxRVxIaxQ,Jay Shetty Podcast,"529,802 views",,1:42:56,6176,529802
"The Exercise Neuroscientist: NEW RESEARCH, The Shocking Link Between Exercise And Dementia!",https://www.youtube.com/watch?v=5o-tRub-0pQ,5o-tRub-0pQ,The Diary Of A CEO,"8,655,747 views",,1:30:56,5456,8655747
How to let go of what you can’t control.,https://www.youtube.com/watch?v=CGvfAoFsdEk,CGvfAoFsdEk,Mel Robbins,"301,660 views",,45:15,2715,301660
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
The Motivation Expert: Why You're FAILING To Achieve Your Goals (& What To Do About It!),https://www.youtube.com/watch?v=SJKr7BPOXY0,SJKr7BPOXY0,Jay Shetty Podcast,"1,325,932 views",,1:11:05,4265,1325932
Cole Sprouse: My Narcissistic Mum Sacrificed My Childhood For Fame! | E229,https://www.youtube.com/watch?v=3XP9J3UyTUo,3XP9J3UyTUo,The Diary Of A CEO,"6,138,635 views",,1:26:51,5211,6138635
David Goggins: How to Build Immense Inner Strength,https://www.youtube.com/watch?v=nDLb8_wgX50,nDLb8_wgX50,Andrew Huberman,"18,188,117 views",,2:37:35,9455,18188117
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
Using Your Mind to Control Your Physical Health & Longevity | Dr. Ellen Langer,https://www.youtube.com/watch?v=QYAgf_lfio4,QYAgf_lfio4,Andrew Huberman,"448,092 views",,3:22:20,12140,448092
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
"BRAIN HEALTH EXPERT: Change Your Brain, Change Your Life | Dr. Daniel Amen X Rich Roll Podcast",https://www.youtube.com/watch?v=0SPC_Q7-k40,0SPC_Q7-k40,Rich Roll,"2,357,602 views",,1:56:59,7019,2357602
Usain Bolt Exclusive: How I Overcame Failure To Become The World's Fastest Man,https://www.youtube.com/watch?v=WUw1WmLm0CI,WUw1WmLm0CI,High Performance,"544,354 views",,1:03:20,3800,544354
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
"If A Man DEEPLY LOVES YOU, He Will DO THESE 3 Things! | Stephan Speaks & Lewis Howes",https://www.youtube.com/watch?v=ofzTcfQBnWw,ofzTcfQBnWw,Lewis Howes,"2,307,064 views",,2:03:00,7380,2307064
What Men Notice FIRST About a Woman It’s Not What You Think | Jordan Peterson Insights,https://www.youtube.com/watch?v=xqvKXq7zw5Q,xqvKXq7zw5Q,Greek Path to Greatness,"3,318 views",,33:23,2003,3318
Focus on Yourself And Shift Your Energy. | Oprah Winfrey Motivational Speech,https://www.youtube.com/watch?v=aCnFI-D0_Oo,aCnFI-D0_Oo,OPRAH WINFREY MOTIVATION,"2,348 views",,24:20,1460,2348
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
"The Love Expert: Why Women Are Addicted To Toxic Men,""Have A Boring Relationship Instead!"" Logan Ury",https://www.youtube.com/watch?v=ow3ao6YsCgQ,ow3ao6YsCgQ,The Diary Of A CEO,"3,248,389 views",,1:48:34,6514,3248389
💰 Sahil Bloom Reveals The REAL Meaning of Wealth (It’s Not Just Money),https://www.youtube.com/watch?v=oAQ0BmKGnQs,oAQ0BmKGnQs,Dr. Jenelle Kim,"3,613 views",,46:34,2794,3613
Ep 43 - Jason Wilson Explains Why You Aren’t Married Yet,https://www.youtube.com/watch?v=hIryWewjhIY,hIryWewjhIY,B. Simone,"809,654 views",,1:11:21,4281,809654
"""I Profile Psychopaths""- These 20 Red Flags Will Make You Question the Man Lying Next to You…",https://www.youtube.com/watch?v=DtX-kah5phQ,DtX-kah5phQ,Lisa Bilyeu,"372,911 views",,1:20:11,4811,372911
Child Attachment Expert: We're Stressing Newborns & It's Causing ADHD! Hidden Dangers Of Daycare!,https://www.youtube.com/watch?v=cialLfVZqm4,cialLfVZqm4,The Diary Of A CEO,"269,619 views",,2:38:37,9517,269619
